Tissue,Sample,Gene_A,Gene_B
BLCA,TCGA-BT-A42E-01A,POT1,RTKN2
BLCA,TCGA-C4-A0F0-01A-12R-A10U-07,DYNC2H1,C11orf70
BLCA,TCGA-C4-A0F1-01A,S100A2,DDX21
BLCA,TCGA-C4-A0F6-01A-11R-A10U-07,TBC1D8B,RNF128
BLCA,TCGA-C4-A0F7-01A,ADRBK2,AP1B1
BLCA,TCGA-C4-A0F7-01A,AP1B1,ADRBK2
BLCA,TCGA-C4-A0F7-01A,BCL11B,MIPOL1
BLCA,TCGA-C4-A0F7-01A,CEP128,TSHR
BLCA,TCGA-C4-A0F7-01A,ICA1,HGF
BLCA,TCGA-C4-A0F7-01A,PTPN14,NSL1
BLCA,TCGA-C4-A0F7-01A,RFX7,LIPC
BLCA,TCGA-C4-A0F7-01A,SLC25A21,MIPOL1
BLCA,TCGA-C4-A0F7-01A,TCF12,NCOA3
BLCA,TCGA-CF-A1HR-01A-11R-A13Y-07,CIDEB,ADCY4
BLCA,TCGA-CF-A1HR-01A-11R-A13Y-07,NUP85,ZDHHC18
BLCA,TCGA-CF-A1HS-01A-11R-A13Y-07,ATPAF1,OSBPL9
BLCA,TCGA-CF-A1HS-01A-11R-A13Y-07,FRMD6,RTN4
BLCA,TCGA-CF-A1HS-01A-11R-A13Y-07,PLXNA1,CHCHD6
BLCA,TCGA-CF-A1HS-01A-11R-A13Y-07,RICTOR,HCN1
BLCA,TCGA-CF-A1HS-01A-11R-A13Y-07,SHROOM2,REPS2
BLCA,TCGA-CF-A27C-01A-11R-A16R-07,EEF2,CLCN3
BLCA,TCGA-CF-A27C-01A-11R-A16R-07,POLE,ANKS1B
BLCA,TCGA-CF-A27C-01A-11R-A16R-07,UNC13B,PTPRD
BLCA,TCGA-CF-A3MG-01A-11R-A20F-07,SHANK2,LRTOMT
BLCA,TCGA-CF-A3MH-01A-11R-A20F-07,PLEKHA7,SERGEF
BLCA,TCGA-CF-A3MI-01A-11R-A20F-07,LIMA1,TAOK3
BLCA,TCGA-CF-A3MI-01A-11R-A20F-07,NRG1,KRT78
BLCA,TCGA-CF-A7I0-01A,KIAA1737,C14orf166B
BLCA,TCGA-CF-A7I0-01A,MRPL42,POLR3B
BLCA,TCGA-CF-A7I0-01A,SCYL2,UTP20
BLCA,TCGA-CF-A8HX-01A,ANO1,CWF19L2
BLCA,TCGA-CF-A8HY-01A,NCAPD3,KBTBD3
BLCA,TCGA-CU-A0YN-01A-21R-A10U-07,GRB10,STEAP1B
BLCA,TCGA-CU-A0YN-01A-21R-A10U-07,LMBR1L,KCNK6
BLCA,TCGA-CU-A0YN-01A-21R-A10U-07,SLC2A13,ZNF329
BLCA,TCGA-CU-A0YN-01A-21R-A10U-07,ZNF606,RDH13
BLCA,TCGA-CU-A0YO-01A-11R-A10U-07,LUZP1,NEDD4L
BLCA,TCGA-CU-A0YO-01A-11R-A10U-07,RAB4A,SNRPB
BLCA,TCGA-CU-A0YO-01A-11R-A10U-07,RBM17,PSAP
BLCA,TCGA-CU-A0YO-01A-11R-A10U-07,RBM27,SLC35E2B
BLCA,TCGA-CU-A0YR-01A-12R-A10U-07,GRB7,PLXDC1
BLCA,TCGA-CU-A3KJ-01A-11R-A21D-07,CALML3,ANKS1A
BLCA,TCGA-CU-A3KJ-01A-11R-A21D-07,HELZ,CEP112
BLCA,TCGA-CU-A3KJ-01A-11R-A21D-07,INPP5A,C10orf93
BLCA,TCGA-CU-A3KJ-01A-11R-A21D-07,ITGAX,PHKG2
BLCA,TCGA-CU-A3KJ-01A-11R-A21D-07,TBL1X,GPR143
BLCA,TCGA-CU-A3QU-01A-11R-A22U-07,HTT,GRK4
BLCA,TCGA-CU-A3QU-01A-11R-A22U-07,MKL2,FRMD4A
BLCA,TCGA-CU-A3QU-01A-11R-A22U-07,WDR37,FAM107B
BLCA,TCGA-CU-A3QU-01A-11R-A22U-07,ZNF267,AGBL4
BLCA,TCGA-CU-A3YL-01A-11R-A22U-07,NAA35,LAMC3
BLCA,TCGA-CU-A5W6-01A,ENAH,UCHL5
BLCA,TCGA-CU-A5W6-01A,GAK,LUC7L3
BLCA,TCGA-CU-A5W6-01A,LIMCH1,CWH43
BLCA,TCGA-DK-A1A3-01A-11R-A13Y-07,BCL2L13,ZNF383
BLCA,TCGA-DK-A1A3-01A-11R-A13Y-07,CEBPG,TDRD12
BLCA,TCGA-DK-A1A3-01A-11R-A13Y-07,ERBB2,PPP1R1B
BLCA,TCGA-DK-A1A3-01A-11R-A13Y-07,ERRFI1,LUZP1
BLCA,TCGA-DK-A1A5-01A-11R-A13Y-07,COIL,CA4
BLCA,TCGA-DK-A1A5-01A-11R-A13Y-07,EXOC6B,HNRPLL
BLCA,TCGA-DK-A1A6-01A-11R-A13Y-07,CSPP1,LRRC67
BLCA,TCGA-DK-A1A6-01A-11R-A13Y-07,SNRNP40,BAI2
BLCA,TCGA-DK-A1A6-01A-11R-A13Y-07,STK3,MRPL48
BLCA,TCGA-DK-A1A6-01A-11R-A13Y-07,VPS13B,MYO9B
BLCA,TCGA-DK-A1A7-01A-11R-A13Y-07,HDDC2,TPD52L1
BLCA,TCGA-DK-A1A7-01A-11R-A13Y-07,KIAA1598,PRDX3
BLCA,TCGA-DK-A1A7-01A-11R-A13Y-07,KTN1,DRGX
BLCA,TCGA-DK-A1AC-01A-11R-A13Y-07,PCMTD1,RHOT1
BLCA,TCGA-DK-A1AC-01A-11R-A13Y-07,SLC4A4,TMPRSS11E
BLCA,TCGA-DK-A1AC-01A-11R-A13Y-07,SUV420H1,MYO1D
BLCA,TCGA-DK-A1AC-01A-11R-A13Y-07,TAOK1,RB1CC1
BLCA,TCGA-DK-A1AC-01A-11R-A13Y-07,TMEM201,SPSB1
BLCA,TCGA-DK-A1AC-01A-11R-A13Y-07,TTC7B,RPS6KA5
BLCA,TCGA-DK-A1AD-01A-11R-A13Y-07,AFF1,PTPN13
BLCA,TCGA-DK-A1AD-01A-11R-A13Y-07,EEA1,CRADD
BLCA,TCGA-DK-A1AD-01A-11R-A13Y-07,GTF2F2,S100A3
BLCA,TCGA-DK-A1AD-01A-11R-A13Y-07,GTF2F2,S100A4
BLCA,TCGA-DK-A1AD-01A-11R-A13Y-07,PHF21A,ARHGAP1
BLCA,TCGA-DK-A1AD-01A-11R-A13Y-07,PTK2,UGT2A3
BLCA,TCGA-DK-A1AF-01A-11R-A13Y-07,NEK4,SETD2
BLCA,TCGA-DK-A2HX-01A-12R-A18C-07,FBXW7,ARHGAP10
BLCA,TCGA-DK-A2I1-01A-11R-A180-07,DGUOK,STAMBP
BLCA,TCGA-DK-A2I1-01A-11R-A180-07,DIRAS2,GNA14
BLCA,TCGA-DK-A2I1-01A-11R-A180-07,KIAA1217,SPAG6
BLCA,TCGA-DK-A2I1-01A-11R-A180-07,SMG9,KCNN4
BLCA,TCGA-DK-A2I1-01A-11R-A180-07,SPAG6,PLXDC2
BLCA,TCGA-DK-A2I1-01A-11R-A180-07,TSEN2,PPARG
BLCA,TCGA-DK-A2I1-01A-11R-A180-07,VPS35,PHKB
BLCA,TCGA-DK-A2I1-01A-11R-A180-07,ZNF500,MMP25
BLCA,TCGA-DK-A2I2-01A-11R-A180-07,ACACA,TADA2A
BLCA,TCGA-DK-A2I2-01A-11R-A180-07,NUFIP2,ZNF643
BLCA,TCGA-DK-A2I4-01A-11R-A21D-07,MCF2L,STK24
BLCA,TCGA-DK-A2I6-01A-12R-A18C-07,ATAD5,SIPA1L3
BLCA,TCGA-DK-A2I6-01A-12R-A18C-07,ITGB6,RBMS1
BLCA,TCGA-DK-A2I6-01A-12R-A18C-07,MTSS1,ERBB2
BLCA,TCGA-DK-A2I6-01A-12R-A18C-07,PGAP3,STARD3
BLCA,TCGA-DK-A2I6-01A-12R-A18C-07,RBBP8,TP53
BLCA,TCGA-DK-A2I6-01A-12R-A18C-07,TMCC1,ARSG
BLCA,TCGA-DK-A2I6-01A-12R-A18C-07,VPS13B,CDADC1
BLCA,TCGA-DK-A3IK-01A-32R-A21D-07,ATG2B,SLC22A17
BLCA,TCGA-DK-A3IK-01A-32R-A21D-07,LTBP1,PLB1
BLCA,TCGA-DK-A3IK-01A-32R-A21D-07,MAP3K5,PERP
BLCA,TCGA-DK-A3IK-01A-32R-A21D-07,MED15,GNB1L
BLCA,TCGA-DK-A3IK-01A-32R-A21D-07,MYO18A,RNF135
BLCA,TCGA-DK-A3IK-01A-32R-A21D-07,NOS1AP,LRRC52
BLCA,TCGA-DK-A3IL-01A-11R-A20F-07,ABL1,DDX27
BLCA,TCGA-DK-A3IM-01A-11R-A20F-07,FAM49B,AK5
BLCA,TCGA-DK-A3IM-01A-11R-A20F-07,MARS,NOP2
BLCA,TCGA-DK-A3IM-01A-11R-A20F-07,VPS13B,ANKRD46
BLCA,TCGA-DK-A3IN-01A-11R-A20F-07,CABIN1,GRIN2A
BLCA,TCGA-DK-A3IN-01A-11R-A20F-07,GALNTL4,IER3IP1
BLCA,TCGA-DK-A3IN-01A-11R-A20F-07,LIMK2,CDC45
BLCA,TCGA-DK-A3IN-01A-11R-A20F-07,TAPT1,LDB2
BLCA,TCGA-DK-A3IQ-01A,EPS8,PIK3C2G
BLCA,TCGA-DK-A3IQ-01A,KANK1,NFX1
BLCA,TCGA-DK-A3IQ-01A,KIAA1267,NSF
BLCA,TCGA-DK-A3IQ-01A,KLHL18,HEMK1
BLCA,TCGA-DK-A3IQ-01A,ZBTB5,SMARCA2
BLCA,TCGA-DK-A3IS-01A-21R-A21D-07,MAN2B2,TACC3
BLCA,TCGA-DK-A3IS-01A-21R-A21D-07,NCOA3,DUSP15
BLCA,TCGA-DK-A3IS-01A-21R-A21D-07,SORCS2,SH3TC1
BLCA,TCGA-DK-A3IS-01A-21R-A21D-07,TBC1D14,HTRA3
BLCA,TCGA-DK-A3IT-01A-31R-A20F-07,ACOX1,SRP68
BLCA,TCGA-DK-A3IT-01A-31R-A20F-07,C6orf132,GUCA1B
BLCA,TCGA-DK-A3IT-01A-31R-A20F-07,PARL,ABCC5
BLCA,TCGA-DK-A3IT-01A-31R-A20F-07,RASA2,ZBTB38
BLCA,TCGA-DK-A3IV-01A-22R-A21D-07,ANLN,POU6F2
BLCA,TCGA-DK-A3IV-01A-22R-A21D-07,TPX2,REM1
BLCA,TCGA-DK-A3IV-01A-22R-A21D-07,VPS41,NPSR1
BLCA,TCGA-DK-A3WX-01A-22R-A22U-07,KRT14,SUPT16H
BLCA,TCGA-DK-A3WY-01A-11R-A22U-07,KCTD20,ETV7
BLCA,TCGA-DK-A3WY-01A-11R-A22U-07,PHLDB2,KCNAB1
BLCA,TCGA-DK-A3X1-01A-12R-A22U-07,PACS1,ZDHHC24
BLCA,TCGA-DK-A3X1-01A-12R-A22U-07,PSCA,AVL9
BLCA,TCGA-DK-A3X1-01A-12R-A22U-07,SLC2A9,RAD51
BLCA,TCGA-DK-A3X2-01A-11R-A22U-07,ATP6AP1,ARFGEF2
BLCA,TCGA-DK-A3X2-01A-11R-A22U-07,CTDSPL,WRN
BLCA,TCGA-DK-A3X2-01A-11R-A22U-07,DNAJC11,KRT13
BLCA,TCGA-DK-A3X2-01A-11R-A22U-07,FXYD3,TARM1
BLCA,TCGA-DK-A3X2-01A-11R-A22U-07,HERC1,DAPK2
BLCA,TCGA-DK-A3X2-01A-11R-A22U-07,KLHL5,LNX1
BLCA,TCGA-DK-A3X2-01A-11R-A22U-07,MFI2,IGSF11
BLCA,TCGA-DK-A3X2-01A-11R-A22U-07,NUP85,KCTD2
BLCA,TCGA-DK-A3X2-01A-11R-A22U-07,SPEN,EFHD2
BLCA,TCGA-DK-A3X2-01A-11R-A22U-07,STRN3,RNASE10
BLCA,TCGA-DK-A3X2-01A-11R-A22U-07,TNNI3,ZNF607
BLCA,TCGA-DK-A3X2-01A-11R-A22U-07,TRAPPC9,EIF2C2
BLCA,TCGA-DK-A3X2-01A-11R-A22U-07,ZFP30,CEACAM7
BLCA,TCGA-DK-A6AV-01A,CDH3,CHKA
BLCA,TCGA-DK-A6AV-01A,CREBL2,GPR19
BLCA,TCGA-DK-A6AV-01A,RPS6KB2,ST3GAL2
BLCA,TCGA-DK-A6AV-01A,TMCO7,FGF3
BLCA,TCGA-DK-A6B1-01A,ASH1L,SPRR2G
BLCA,TCGA-DK-A6B1-01A,MRS2,DCDC2
BLCA,TCGA-DK-A6B2-01A,AP2A2,TSPAN4
BLCA,TCGA-DK-A6B2-01A,CCND3,TRERF1
BLCA,TCGA-DK-A6B2-01A,CCNT1,ADCY6
BLCA,TCGA-DK-A6B2-01A,FBLN1,SMC1B
BLCA,TCGA-DK-A6B2-01A,GMEB1,TRNAU1AP
BLCA,TCGA-DK-A6B2-01A,HLA-C,EIF2AK2
BLCA,TCGA-DK-A6B2-01A,MKRN1,DENND2A
BLCA,TCGA-DK-A6B2-01A,NCOA4,MSMB
BLCA,TCGA-DK-A6B2-01A,PCGF3,MYL5
BLCA,TCGA-DK-A6B2-01A,PLCH1,MUC13
BLCA,TCGA-DK-A6B2-01A,SAMD13,PRKACB
BLCA,TCGA-DK-A6B2-01A,SENP2,ABR
BLCA,TCGA-DK-A6B2-01A,SERINC2,PFDN2
BLCA,TCGA-DK-A6B2-01A,TOP2B,NGLY1
BLCA,TCGA-DK-A6B2-01A,TSPAN15,HK1
BLCA,TCGA-DK-A6B5-01A,FSCN1,EIF2AK1
BLCA,TCGA-DK-A6B5-01A,RAF1,NXPH1
BLCA,TCGA-DK-A6B6-01A,COPS2,CTTN
BLCA,TCGA-DK-AA6P-01A,ADAP1,MAD1L1
BLCA,TCGA-DK-AA6P-01A,ARHGEF10L,PADI4
BLCA,TCGA-DK-AA6P-01A,ATP8A2,ALG5
BLCA,TCGA-DK-AA6P-01A,B3GALTL,ALOX5AP
BLCA,TCGA-DK-AA6P-01A,ELF1,UBL3
BLCA,TCGA-DK-AA6P-01A,ERCC2,NOVA2
BLCA,TCGA-DK-AA6P-01A,HIVEP2,AHI1
BLCA,TCGA-DK-AA6P-01A,LGALS8,EDARADD
BLCA,TCGA-DK-AA6P-01A,MAN1C1,TMEM50A
BLCA,TCGA-DK-AA6P-01A,NUP107,CPM
BLCA,TCGA-DK-AA6P-01A,PTPRK,SAMD3
BLCA,TCGA-DK-AA6P-01A,RPL41,SMARCC2
BLCA,TCGA-DK-AA6P-01A,UBL3,CDK8
BLCA,TCGA-DK-AA6R-01A,ALG14,JAK1
BLCA,TCGA-DK-AA6R-01A,RAB27B,WDR7
BLCA,TCGA-DK-AA6R-01A,STK11,C19orf26
BLCA,TCGA-DK-AA6S-01A,ASPH,CHMP1A
BLCA,TCGA-DK-AA6S-01A,C4orf34,PDS5A
BLCA,TCGA-DK-AA6S-01A,FANCI,ABHD2
BLCA,TCGA-DK-AA6S-01A,GPR110,TNFRSF21
BLCA,TCGA-DK-AA6S-01A,PPP1R10,FLOT1
BLCA,TCGA-DK-AA6T-01A,KCNQ5,CRYL1
BLCA,TCGA-DK-AA6U-01A,ABHD8,ILKAP
BLCA,TCGA-DK-AA6U-01A,C19orf2,SLC35F1
BLCA,TCGA-DK-AA6U-01A,CDKAL1,DNAH8
BLCA,TCGA-DK-AA6U-01A,GPR110,TNFRSF21
BLCA,TCGA-DK-AA6W-01A,C15orf44,SLC24A1
BLCA,TCGA-DK-AA6W-01A,GABPB1,TRPM7
BLCA,TCGA-DK-AA6W-01A,SMYD3,ZNF695
BLCA,TCGA-DK-AA6W-01A,UPF1,CRTC1
BLCA,TCGA-DK-AA6X-01A,NF1,SPACA3
BLCA,TCGA-DK-AA71-01A,SLC16A7,HOXC13
BLCA,TCGA-DK-AA75-01A,ANXA4,GKN1
BLCA,TCGA-DK-AA75-01A,PACS1,C1orf201
BLCA,TCGA-DK-AA75-01A,PPARG,SYN2
BLCA,TCGA-DK-AA75-01A,TMEM135,FGD5
BLCA,TCGA-DK-AA75-01A,XPR1,DEDD
BLCA,TCGA-DK-AA76-01A,JARID2,HIVEP1
BLCA,TCGA-DK-AA76-01A,LCOR,MAP2K6
BLCA,TCGA-DK-AA76-01A,MSI2,BRD7
BLCA,TCGA-E5-A2PC-01A-11R-A206-07,KPNA3,FGF2
BLCA,TCGA-E5-A2PC-01A-11R-A206-07,NUP155,TRIO
BLCA,TCGA-E5-A4TZ-01A,FBXO31,ZNRF1
BLCA,TCGA-E5-A4TZ-01A,XPO6,FBXO31
BLCA,TCGA-E7-A3X6-01A-12R-A22U-07,HADHA,DNAJC27
BLCA,TCGA-E7-A4IJ-01A,HERC1,C15orf44
BLCA,TCGA-E7-A4IJ-01A,IL22RA1,C1orf201
BLCA,TCGA-E7-A4IJ-01A,LARGE,EIF4ENIF1
BLCA,TCGA-E7-A4IJ-01A,NFIX,CRYBB3
BLCA,TCGA-E7-A4IJ-01A,TSEN2,PPARG
BLCA,TCGA-E7-A4IJ-01A,TTC28,ARHGAP15
BLCA,TCGA-E7-A541-01A,ACTN4,EIF3K
BLCA,TCGA-E7-A541-01A,GINS2,C16orf74
BLCA,TCGA-E7-A541-01A,NOS1AP,AHI1
BLCA,TCGA-E7-A541-01A,OSBPL9,CERS5
BLCA,TCGA-E7-A5KE-01A,ACOX1,SRP68
BLCA,TCGA-E7-A5KE-01A,AMBRA1,CKAP5
BLCA,TCGA-E7-A5KE-01A,ATP5H,HN1
BLCA,TCGA-E7-A5KE-01A,CASC3,SIPA1L3
BLCA,TCGA-E7-A5KE-01A,LLGL2,EXOC7
BLCA,TCGA-E7-A5KE-01A,NFIC,CELF5
BLCA,TCGA-E7-A5KE-01A,PDLIM7,FAM193B
BLCA,TCGA-E7-A5KE-01A,PFKFB3,AKR1C1
BLCA,TCGA-E7-A5KE-01A,PPARG,SYN2
BLCA,TCGA-E7-A5KE-01A,PPP6R2,RP3-402G11.5
BLCA,TCGA-E7-A5KE-01A,RPAP3,HDAC7
BLCA,TCGA-E7-A5KE-01A,SEMA4C,FAM178B
BLCA,TCGA-E7-A5KE-01A,SH3PXD2A,OBFC1
BLCA,TCGA-E7-A5KE-01A,TBC1D8,CREG2
BLCA,TCGA-E7-A5KE-01A,ZNF704,DLGAP1
BLCA,TCGA-E7-A5KF-01A,KLF5,SUPT16H
BLCA,TCGA-E7-A677-01A,P4HB,CLCN3
BLCA,TCGA-E7-A677-01A,SERINC2,YY1
BLCA,TCGA-E7-A6MD-01A,AFF1,PTPN13
BLCA,TCGA-E7-A6MD-01A,CDKN2A,CAPZB
BLCA,TCGA-E7-A7DV-01A,ARID2,SPATS1
BLCA,TCGA-E7-A7DV-01A,FAM49B,MRPL13
BLCA,TCGA-E7-A7DV-01A,HRH1,TSEN2
BLCA,TCGA-E7-A7DV-01A,LCORL,CDKAL1
BLCA,TCGA-E7-A7DV-01A,RARRES3,TGFBI
BLCA,TCGA-E7-A7DV-01A,RFTN1,TMEM40
BLCA,TCGA-E7-A7DV-01A,TMEM123,CENPP
BLCA,TCGA-E7-A7PW-01A,PCBP2,ITGB7
BLCA,TCGA-E7-A7PW-01A,PGAP3,STARD3
BLCA,TCGA-E7-A7PW-01A,USP4,RHOA
BLCA,TCGA-E7-A85H-01A,C8orf38,INTS8
BLCA,TCGA-E7-A85H-01A,CEP350,TOR1AIP1
BLCA,TCGA-E7-A85H-01A,CNOT1,GOT2
BLCA,TCGA-E7-A85H-01A,DHRS2,IL25
BLCA,TCGA-E7-A85H-01A,DPP3,SPATA6
BLCA,TCGA-E7-A85H-01A,EML1,SPATA7
BLCA,TCGA-E7-A85H-01A,FRYL,NKAIN3
BLCA,TCGA-E7-A85H-01A,LRSAM1,GARNL3
BLCA,TCGA-E7-A85H-01A,NBN,RIPK2
BLCA,TCGA-E7-A85H-01A,PPAP2A,SLC38A9
BLCA,TCGA-E7-A85H-01A,PPME1,YIF1A
BLCA,TCGA-E7-A85H-01A,PSPC1,ACTR8
BLCA,TCGA-E7-A85H-01A,RP11-73M18.2,TRAF3
BLCA,TCGA-E7-A85H-01A,SCAMP4,DAZAP1
BLCA,TCGA-E7-A85H-01A,TEAD1,PARVA
BLCA,TCGA-E7-A85H-01A,UBE3C,FAF1
BLCA,TCGA-E7-A8O8-01A,CTSW,FIBP
BLCA,TCGA-E7-A97Q-01A,LRBA,SH3D19
BLCA,TCGA-E7-A97Q-01A,PSMB3,RP11-723O4.6
BLCA,TCGA-E7-A97Q-01A,PYGB,PCSK2
BLCA,TCGA-FD-A3B3-01A-12R-A206-07,ARID4A,C14orf149
BLCA,TCGA-FD-A3B3-01A-12R-A206-07,DHRS4,SCFD1
BLCA,TCGA-FD-A3B3-01A-12R-A206-07,GDI2,ZNF526
BLCA,TCGA-FD-A3B3-01A-12R-A206-07,PFKP,PSG1
BLCA,TCGA-FD-A3B3-01A-12R-A206-07,TBC1D15,RP11-419C5.2
BLCA,TCGA-FD-A3B4-01A-12R-A206-07,ABLIM2,PPP2R2C
BLCA,TCGA-FD-A3B4-01A-12R-A206-07,LGALS8,RHBG
BLCA,TCGA-FD-A3B5-01A-11R-A20F-07,CNBD1,PTPN2
BLCA,TCGA-FD-A3B5-01A-11R-A20F-07,SNX30,KIAA1958
BLCA,TCGA-FD-A3B6-01A-21R-A20F-07,ADORA2B,SYN3
BLCA,TCGA-FD-A3B6-01A-21R-A20F-07,HEATR2,ZNRF3
BLCA,TCGA-FD-A3B7-01A-31R-A20F-07,LRBA,SH3D19
BLCA,TCGA-FD-A3B8-01A-31R-A20F-07,ARHGAP10,TMEM184C
BLCA,TCGA-FD-A3B8-01A-31R-A20F-07,ARIH2,RHOA
BLCA,TCGA-FD-A3B8-01A-31R-A20F-07,OCIAD2,NFXL1
BLCA,TCGA-FD-A3N6-01A-11R-A21D-07,ADCY9,TFAP4
BLCA,TCGA-FD-A3N6-01A-11R-A21D-07,MPP5,GPHN
BLCA,TCGA-FD-A3NA-01A-11R-A21D-07,EIF2AK2,CEBPZ
BLCA,TCGA-FD-A3NA-01A-11R-A21D-07,KAT2A,STAT5B
BLCA,TCGA-FD-A3NA-01A-11R-A21D-07,PTPN6,LEPREL2
BLCA,TCGA-FD-A3SJ-01A-12R-A22U-07,ACOXL,UNC5D
BLCA,TCGA-FD-A3SJ-01A-12R-A22U-07,ARHGEF7,KLF10
BLCA,TCGA-FD-A3SJ-01A-12R-A22U-07,C1orf116,LIN9
BLCA,TCGA-FD-A3SJ-01A-12R-A22U-07,CMIP,BCMO1
BLCA,TCGA-FD-A3SJ-01A-12R-A22U-07,FAM190A,MMRN1
BLCA,TCGA-FD-A3SJ-01A-12R-A22U-07,HERC4,CDKAL1
BLCA,TCGA-FD-A3SJ-01A-12R-A22U-07,POLA1,CXorf58
BLCA,TCGA-FD-A3SJ-01A-12R-A22U-07,POLR2B,RP11-631B21.2
BLCA,TCGA-FD-A3SJ-01A-12R-A22U-07,PPARG,SYN2
BLCA,TCGA-FD-A3SJ-01A-12R-A22U-07,PPP2R5D,UBR2
BLCA,TCGA-FD-A3SJ-01A-12R-A22U-07,RHOA,CACNA2D2
BLCA,TCGA-FD-A3SJ-01A-12R-A22U-07,RNF19A,ANKRD46
BLCA,TCGA-FD-A3SJ-01A-12R-A22U-07,SRGAP3,FAM83H
BLCA,TCGA-FD-A3SJ-01A-12R-A22U-07,TSC22D2,FGF12
BLCA,TCGA-FD-A3SJ-01A-12R-A22U-07,TSNARE1,GDF6
BLCA,TCGA-FD-A3SJ-01A-12R-A22U-07,TULP4,ZDHHC14
BLCA,TCGA-FD-A3SJ-01A-12R-A22U-07,YIPF1,MRPL15
BLCA,TCGA-FD-A3SL-01A-21R-A22U-07,COL4A2,ELK3
BLCA,TCGA-FD-A3SL-01A-21R-A22U-07,GNAS,SUPT16H
BLCA,TCGA-FD-A3SL-01A-21R-A22U-07,MXRA8,DDX27
BLCA,TCGA-FD-A3SM-01A-11R-A22U-07,ALDOA,ANKS1A
BLCA,TCGA-FD-A3SM-01A-11R-A22U-07,GSN,HSPA8
BLCA,TCGA-FD-A3SM-01A-11R-A22U-07,MYL6,ZNFX1
BLCA,TCGA-FD-A3SM-01A-11R-A22U-07,TALDO1,CLCN3
BLCA,TCGA-FD-A3SM-01A-11R-A22U-07,TMBIM6,CLCN3
BLCA,TCGA-FD-A3SM-01A-11R-A22U-07,ZNF638,C2orf78
BLCA,TCGA-FD-A3SN-01A-12R-A22U-07,MAPKAP1,AP1G2
BLCA,TCGA-FD-A3SN-01A-12R-A22U-07,NISCH,PBRM1
BLCA,TCGA-FD-A3SO-01A-11R-A22U-07,ACTB,CDC5L
BLCA,TCGA-FD-A3SO-01A-11R-A22U-07,CTNND1,ZNFX1
BLCA,TCGA-FD-A3SO-01A-11R-A22U-07,TGFB1,FXYD5
BLCA,TCGA-FD-A3SO-01A-11R-A22U-07,TOMM40,PDZRN4
BLCA,TCGA-FD-A3SP-01A-31R-A22U-07,CCNY,ANK3
BLCA,TCGA-FD-A3SP-01A-31R-A22U-07,PXDN,UTRN
BLCA,TCGA-FD-A3SQ-01A-21R-A22U-07,SERINC2,EIF2AK2
BLCA,TCGA-FD-A3SQ-01A-21R-A22U-07,SGSM2,EPN2
BLCA,TCGA-FD-A3SR-01A-11R-A22U-07,ADCY2,RPAP2
BLCA,TCGA-FD-A3SR-01A-11R-A22U-07,AKT1,ANKS1A
BLCA,TCGA-FD-A3SR-01A-11R-A22U-07,APLP2,EIF2AK2
BLCA,TCGA-FD-A3SR-01A-11R-A22U-07,DPYSL3,ANKS1A
BLCA,TCGA-FD-A3SR-01A-11R-A22U-07,IKBKB,UNC5D
BLCA,TCGA-FD-A3SR-01A-11R-A22U-07,INPP4A,MGAT4A
BLCA,TCGA-FD-A3SR-01A-11R-A22U-07,NDRG1,SNW1
BLCA,TCGA-FD-A3SR-01A-11R-A22U-07,PLD3,TYK2
BLCA,TCGA-FD-A3SR-01A-11R-A22U-07,POLR2E,ZNF420
BLCA,TCGA-FD-A3SR-01A-11R-A22U-07,RAPGEF2,OCIAD2
BLCA,TCGA-FD-A3SR-01A-11R-A22U-07,TNFAIP2,ANKS1A
BLCA,TCGA-FD-A3SS-01A-12R-A22U-07,C6orf170,RSPO3
BLCA,TCGA-FD-A3SS-01A-12R-A22U-07,GRN,CDKN3
BLCA,TCGA-FD-A43N-01A,BCR,PPIL2
BLCA,TCGA-FD-A43N-01A,CDS2,C20orf61
BLCA,TCGA-FD-A43N-01A,MADD,PIK3C2A
BLCA,TCGA-FD-A43N-01A,NUP98,DNHD1
BLCA,TCGA-FD-A43N-01A,PLEKHA7,TRIM21
BLCA,TCGA-FD-A43N-01A,RAB11FIP4,ACCN1
BLCA,TCGA-FD-A43P-01A,ADRBK2,RHBDL3
BLCA,TCGA-FD-A43P-01A,FAM189A1,GABRG3
BLCA,TCGA-FD-A43P-01A,TMEM99,FBXO47
BLCA,TCGA-FD-A43P-01A,ZMYND11,CDH18
BLCA,TCGA-FD-A43Y-01A,SETBP1,NFYC
BLCA,TCGA-FD-A43Y-01A,VGLL4,TAMM41
BLCA,TCGA-FD-A5BR-01A,CDK1,NRG1
BLCA,TCGA-FD-A5BS-01A,CERS2,SETDB1
BLCA,TCGA-FD-A5BS-01A,PFKFB3,GDI2
BLCA,TCGA-FD-A5BT-01A,AP1B1,NIPSNAP1
BLCA,TCGA-FD-A5BT-01A,FNDC3B,EMP3
BLCA,TCGA-FD-A5BV-01A,SCUBE2,LDHC
BLCA,TCGA-FD-A5C0-01A,DIP2A,C16orf46
BLCA,TCGA-FD-A62N-01A,LIPA,TMEM132A
BLCA,TCGA-FD-A62O-01A,BAG4,WRN
BLCA,TCGA-FD-A62P-01A,ATP6AP1,OPN1LW
BLCA,TCGA-FD-A62P-01A,GPR110,TNFRSF21
BLCA,TCGA-FD-A62P-01A,HMGCS1,UNC13A
